Energia,Ao_vivo,Tempo,Falado,Orgânico,Instrumental,Compasso,Dançabilidade,Tom,Duração,Força,Positividade,Modo,Tipo,Music_id,Playlist_name,Album_name,Artista,Music_name
2282,0.867,0.361,96.524,0.0571,2.87e-05,0.882,4,0.88,1,239827,0.426972594,0.706,0,audio_features,4RCilYBsDrt4RsFeX7KPqX,Excited,I Am...Tour Instrumentals,Beyoncé,Get Me Bodied
2283,0.644,0.0888,99.999,0.031,0.0243,0.0,4,0.646,2,221520,0.4590394388,0.251,1,audio_features,15vzANxN8G9wWfwAJLLMCg,Excited,Paris,The Chainsmokers,Paris
2284,0.869,0.136,159.803,0.172,0.157,0.00508,4,0.532,11,208373,0.556288395,0.422,1,audio_features,1i1fxkWeaMmKEB4T7zqbzK,Excited,Don't Let Me Down,The Chainsmokers,Don't Let Me Down
2285,0.731,0.369,145.245,0.414,0.0292,0.0,4,0.685,10,247867,0.5307011149,0.266,0,audio_features,275a9yzwGB6ncAW4SxY7q3,Excited,Panda,Desiigner,Panda
2286,0.787,0.0692,97.011,0.0505,0.0751,6.4e-06,4,0.867,6,211240,0.6459516323,0.682,1,audio_features,2mqDi8BzmNw54qrVHduyiu,Excited,Dessert,Dawin,Dessert - Remix
2287,0.87,0.833,93.01,0.113,0.00453,0.0,4,0.724,1,207547,0.6596293937,0.81,0,audio_features,2fQ6sBFWaLv2Gxos4igHLy,Excited,Ready (Deluxe),Trey Songz,Say Aah (feat. Fabolous)
2288,0.638,0.103,128.804,0.244,0.746,0.0,4,0.663,1,240027,0.5953193515,0.517,1,audio_features,75rDNLl8v6qVYHXGzfHv4c,Excited,Planes,Jeremih,Planes
2289,0.511,0.0379,113.046,0.161,0.042,0.00107,4,0.944,5,203787,0.2831391996,0.842,0,audio_features,7uKcScNXuO3MWw6LowBjW1,Excited,Goodies,Ciara,"One, Two Step (feat. Missy Elliott)"
2290,0.653,0.0854,130.025,0.15,0.00876,5.46e-06,4,0.763,5,240907,0.5591135276,0.477,0,audio_features,1mz9ZrRYu3EPVg9ZHFtjjf,Excited,Music From Baz Luhrmann's Film The Great Gatsby (Deluxe Edition),Fergie,A Little Party Never Killed Nobody (All We Got)
2291,0.822,0.347,110.007,0.0343,0.0935,0.01,4,0.753,10,279827,0.4814486796,0.724,1,audio_features,6a5iaIiuIl0UEk2s6GtVFK,Excited,Let Go,RAC,Let Go
2292,0.669,0.237,112.238,0.0738,0.00286,0.0,4,0.908,7,290320,0.7221875546,0.662,1,audio_features,7lQ8MOhq6IN2w8EYcFNSUk,Excited,The Eminem Show,Eminem,Without Me
2293,0.798,0.156,92.943,0.0432,0.0736,0.0,4,0.608,6,185360,0.5564164999,0.501,0,audio_features,7zsXy7vlHdItvUSH8EwQss,Excited,Cold Water,Major Lazer,Cold Water
2294,0.455,0.142,100.049,0.188,0.348,0.00122,4,0.457,0,269693,0.3930067413,0.163,1,audio_features,71cUqXJ3h1r0Ees6YdENLU,Excited,Sylvan Esso,Sylvan Esso,Coffee
2295,0.691,0.102,95.019,0.192,0.12,0.0,4,0.869,7,249800,0.4533149061,0.875,1,audio_features,501PoxE6Qti2ekECimQeXK,Excited,Dale,Pitbull,El Taxi
2296,0.626,0.0631,88.007,0.292,0.076,0.0,4,0.899,6,234320,0.6146105347,0.873,0,audio_features,7gcMKL3lnDxsp4bIXyv6Zk,Excited,Shaky Shaky,Daddy Yankee,Shaky Shaky
2297,0.72,0.0597,127.872,0.137,0.000844,0.0,4,0.956,11,183427,0.2119336901,0.961,0,audio_features,6jBCehpNMkwFVF3dz4nLIW,Excited,Raising Hell,Run–D.M.C.,It's Tricky
2298,0.394,0.131,120.058,0.492,0.303,0.0,4,0.945,10,209747,0.3727777648,0.743,1,audio_features,5GFDrUTLGJix84sNhjCG0g,Excited,Caroline,Aminé,Caroline
2299,0.652,0.0931,95.977,0.0802,0.581,0.0,4,0.825,1,233713,0.6931863466,0.931,0,audio_features,0FE9t6xYkqWXU2ahLh6D8X,Excited,Shape of You,Ed Sheeran,Shape of You
2300,0.533,0.0864,99.968,0.0706,0.119,0.0,4,0.64,0,220781,0.4679505909,0.515,1,audio_features,12GEpg2XOPyqk03JZEZnJs,Excited,It Ain't Me,Kygo,It Ain’t Me (with Selena Gomez)
2301,0.525,0.057,145.99,0.132,0.236,0.0,4,0.886,8,225205,0.4270709194,0.708,1,audio_features,0qy5D3OJre7SPJNMOL9I71,Excited,Broccoli,DRAM,Broccoli
2302,0.716,0.135,99.988,0.0349,0.0863,2.63e-05,4,0.649,8,205947,0.538827807,0.163,1,audio_features,0lYBSQXN6rCTvUZvg9S0lU,Excited,Encore,DJ Snake,Let Me Love You
2303,0.412,0.134,113.049,0.344,0.615,0.0025,5,0.6,8,225882,0.3410750881,0.408,1,audio_features,6ZSO7kPn8IMJFymyticbJO,Excited,low kii savage,Kiiara,Gold
2304,0.649,0.0683,127.028,0.063,0.000652,0.0,4,0.712,1,177093,0.5785621256,0.616,1,audio_features,1vNn7rVQT6UtEW1NGH53fT,Excited,All Night Longer,Sammy Adams,All Night Longer
2305,0.782,0.292,122.214,0.243,0.0183,3.4e-05,4,0.92,6,213000,0.4769798141,0.901,0,audio_features,7rzzhTtFSzuvQQw5eWCdwZ,Excited,Ricky Ricardo,KAPTN,Ricky Ricardo
2306,0.849,0.12,102.034,0.0517,0.00868,4.68e-06,4,0.565,0,212647,0.6671139158,0.427,0,audio_features,6s3GEN8wK0OMzzzZbXj0fu,Excited,Hymn for the Weekend (Seeb Remix),Coldplay,Hymn for the Weekend - Seeb Remix
2307,0.734,0.788,144.926,0.362,0.593,0.0,4,0.653,11,130293,0.6209405185,0.318,1,audio_features,0tCuyg1OikbQ4nIq36n26D,Excited,The Life Of Pablo,Kanye West,Pt. 2
2308,0.887,0.391,160.517,0.275,0.00381,0.0,4,0.807,1,144244,0.6388516194,0.78,1,audio_features,1lItf5ZXJc1by9SbPeljFd,Excited,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,Juju On That Beat (TZ Anthem)
2309,0.408,0.33,76.034,0.187,0.0133,0.0,4,0.755,5,229240,0.304438799,0.465,0,audio_features,5FRIqUXfTazrtRmYEGO4G0,Excited,Danity Kane,Danity Kane,Show Stopper
2310,0.739,0.226,136.919,0.129,0.114,0.0,4,0.711,7,252256,0.6453569627,0.43,0,audio_features,20dP2DaMHIAmwWAbp7peSr,Excited,Birds In The Trap Sing McKnight,Young Thug,pick up the phone
2311,0.743,0.099,108.005,0.0681,0.105,2.12e-06,4,0.803,1,203180,0.6605413352,0.674,0,audio_features,0fg8CqpjdojMyXLNzM2PaJ,Excited,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)
2312,0.621,0.0958,150.011,0.102,0.000282,5.39e-05,4,0.908,1,177000,0.465693311,0.421,0,audio_features,7KXjTSCq5nL1LoYtL7XAwS,Excited,DAMN.,Kendrick Lamar,HUMBLE.
2313,0.802,0.123,177.936,0.148,0.208,0.0,4,0.659,2,228200,0.5761028186,0.863,1,audio_features,7CUYHcu0RnbOnMz4RuN07w,Excited,Despacito (Featuring Daddy Yankee),Luis Fonsi,Despacito (Featuring Daddy Yankee)
2314,0.879,0.538,126.042,0.0831,0.0837,1.98e-06,4,0.647,7,224762,0.8984625926,0.427,1,audio_features,4iCKHGl4ij4YMwFrUZLGEQ,Excited,Kill The Lights (with Nile Rodgers) [Remixes],Alex Newell,Kill The Lights (with Nile Rodgers) - Audien Remix
2315,0.557,0.16,119.845,0.286,0.693,0.0,5,0.615,8,154671,0.3673668801,0.425,1,audio_features,1MjdB0vutPGJCPLtJfYtC2,Excited,Russian Presents the Lost Tapes,Gyptian,Wine Slow
2316,0.817,0.187,98.064,0.109,0.075,0.0,4,0.696,1,216409,0.6410619496,0.782,1,audio_features,6kex4EBAj0WHXDKZMEJaaF,Excited,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign)
2317,0.938,0.0478,101.981,0.0384,0.00574,6.5e-06,4,0.627,2,219388,0.7468785726,0.587,1,audio_features,0iBGgTRtJU8XEjdRL8ZFQi,Excited,Classic (feat. Fetty Wap & POWERS),The Knocks,Classic (feat. Fetty Wap & POWERS )
2318,0.769,0.104,97.985,0.123,0.0293,0.0101,4,0.726,6,233833,0.5595643015,0.733,1,audio_features,1F2HXIJrE2Xn81OzT2zZvW,Excited,Unforgettable,French Montana,Unforgettable
2319,0.705,0.0943,101.003,0.0278,0.0371,1.94e-05,4,0.764,3,196520,0.5445653446,0.672,0,audio_features,0y60itmpH0aPKsFiGxmtnh,Excited,ARDIPITHECUS,WILLOW,Wait a Minute!
2320,0.564,0.0721,185.023,0.136,0.187,0.0,4,0.689,2,212947,0.4883149268,0.123,1,audio_features,1Ser4X0TKttOvo8bgdytTP,Excited,SremmLife,Rae Sremmurd,Come Get Her
2321,0.485,0.0765,106.028,0.0545,0.246,0.0,4,0.869,6,204502,0.5251096507,0.527,1,audio_features,6EpRaXYhGOB3fj4V2uDkMJ,Excited,Strip That Down,Liam Payne,Strip That Down
2322,0.622,0.116,102.04,0.0622,0.253,0.0,4,0.69,5,210091,0.5607251038,0.544,0,audio_features,6uBhi9gBXWjanegOb2Phh0,Excited,Stay,Zedd,Stay
2323,0.497,0.0761,106.023,0.0562,0.22,0.0,4,0.874,6,204502,0.5318632708,0.542,1,audio_features,4Ro98RCK90oHqqSZUnTFq5,Excited,Strip That Down,Liam Payne,Strip That Down
2324,0.782,0.0757,140.004,0.0506,0.0577,4.16e-05,4,0.565,8,231906,0.4779142719,0.4,1,audio_features,2habSXqcJGExM6JJyskY7O,Excited,Malibu,Miley Cyrus,Malibu
2325,0.745,0.0943,101.018,0.0571,0.0642,0.0,4,0.893,11,223413,0.6994392505,0.872,0,audio_features,5bcTCxgc7xVfSaMV3RuVke,Excited,Funk Wav Bounces Vol.1,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)"
2326,0.712,0.211,98.022,0.046,0.133,0.0,4,0.694,7,201122,0.6365756175,0.799,0,audio_features,1rIKgCH4H52lrvDcz50hS8,Excited,So Good,Zara Larsson,Lush Life
2327,0.703,0.256,122.381,0.0753,0.222,0.0,4,0.657,1,214693,0.6759273195,0.338,1,audio_features,0Zx8khUcEfCFK2AEoIhC92,Excited,Don't Leave,Snakehips,Don't Leave
2328,0.809,0.565,98.007,0.0625,0.00346,0.00123,4,0.723,7,176561,0.701374545,0.274,0,audio_features,5wldXGLEOoRXxMWJ8rIUWE,Excited,Peace Is The Mission,Major Lazer,Lean On
2329,0.444,0.137,149.953,0.344,0.022,0.0,4,0.91,1,276333,0.3923737995,0.53,0,audio_features,6c7D34787LOtPm8tzhsLgH,Excited,Rake It Up,Yo Gotti,Rake It Up
2330,0.743,0.0587,123.007,0.0329,0.0773,0.0,4,0.696,6,201254,0.6418743187,0.636,1,audio_features,51NBMjiv4t1nUiLC9Bim3G,Excited,By Your Side,Jonas Blue,By Your Side
2331,0.729,0.0704,112.96,0.0536,0.00774,1.45e-05,4,0.786,0,184987,0.5051844801,0.479,1,audio_features,3pIYV8ajPqkgTABRR54rWP,Excited,EMOTION SIDE B,Carly Rae Jepsen,Fever
2332,0.814,0.126,119.041,0.0999,0.132,9.64e-06,4,0.738,7,225850,0.6015891571,0.483,0,audio_features,6BKeNWeUqxmvQ09Gxd3ZGX,Excited,Know No Better,Major Lazer,Know No Better
2333,0.795,0.254,104.066,0.0545,0.498,1.21e-06,4,0.736,1,230813,0.6839903901,0.511,0,audio_features,7tr2za8SQg2CI8EDgrdtNl,Excited,Funk Wav Bounces Vol.1,Calvin Harris,Slide (feat. Frank Ocean & Migos)
2334,0.846,0.195,114.955,0.048,0.0485,0.0,4,0.746,9,174933,0.7557880137,0.403,1,audio_features,3R6dPfF2yBO8mHySW1XDAa,Excited,Solo Dance,Martin Jensen,Solo Dance
2335,0.651,0.224,144.875,0.0594,0.225,0.0,4,0.551,8,194907,0.5112107761,0.562,0,audio_features,762UXiwEHYY97VL45sAUPR,Excited,2U,David Guetta,2U
2336,0.619,0.105,112.961,0.162,0.0572,0.0,4,0.739,10,222787,0.4640342108,0.58,1,audio_features,5lNuqFVMca4vPupY10cH0J,Excited,No Promises (feat. Demi Lovato),Cheat Codes,No Promises (feat. Demi Lovato)
2337,0.838,0.159,104.998,0.0362,0.0604,0.000611,4,0.67,0,222041,0.6287094671,0.717,1,audio_features,2L6orAlH8tBhiFTumIfMyF,Excited,Call On Me (Remixes),Starley,Call on Me - Ryan Riback Remix
2338,0.7,0.153,116.073,0.0694,0.00261,1.56e-05,4,0.762,9,209320,0.4999769697,0.608,0,audio_features,2ekn2ttSfGqwhhate0LSR0,Excited,Dua Lipa (Deluxe),Dua Lipa,New Rules
2339,0.517,0.104,104.992,0.0312,0.186,3.8e-05,4,0.768,7,216897,0.6079249952,0.418,0,audio_features,0ofbQMrRDsUaVKq2mGLEAb,Excited,Havana,Camila Cabello,Havana
2340,0.608,0.0853,110.001,0.0694,0.0767,2.92e-06,4,0.795,5,199849,0.548150734,0.386,0,audio_features,4mxWSdf71VFO52qFeY0fZt,Excited,What Lovers Do (feat. SZA),Maroon 5,What Lovers Do (feat. SZA)
2341,0.772,0.0749,90.081,0.0973,0.378,5.46e-05,4,0.78,6,184253,0.6490826491,0.862,0,audio_features,4iqxP3VsinqFk21A3B9cyq,Excited,Love Song,Equalz,Love Song
2342,0.81,0.155,167.88,0.0479,0.00683,0.21,4,0.6,0,187147,0.5788286246,0.298,1,audio_features,0tKcYR2II1VCQWT79i5NrW,Excited,Evolve,Imagine Dragons,Thunder
2343,0.79,0.0542,104.043,0.0469,0.113,0.0,4,0.741,11,184134,0.6247409879,0.528,0,audio_features,4xlrALxuaCf9yZBHJeTSG6,Excited,Mama,Jonas Blue,Mama
2344,0.53,0.394,75.016,0.142,0.207,0.0,4,0.683,5,190428,0.5676753024,0.645,0,audio_features,7F9vK8hNFMml4GtHsaXui6,Excited,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,Back to You (feat. Bebe Rexha & Digital Farm Animals)
2345,0.635,0.283,144.004,0.265,0.0223,0.0,4,0.702,11,203760,0.450972438,0.873,0,audio_features,3Du2K5dLzmduCNp6uwuaL0,Excited,Tell Me You Love Me,Demi Lovato,Sorry Not Sorry
2346,0.919,0.0764,115.013,0.0521,0.0131,0.000679,4,0.658,6,198261,0.7191177358,0.672,1,audio_features,6f5BOJCSM19TdE4NEGTQFw,Excited,Slowly,Dropout,Slowly
2347,0.359,0.108,111.049,0.0325,0.593,5.39e-05,4,0.637,10,245294,0.3220697973,0.142,0,audio_features,25wBlLDFcspzo9gBqvrQr3,Excited,Electric (feat. Khalid),Alina Baraz,Electric (feat. Khalid)
2348,0.777,0.151,111.921,0.195,0.0358,0.0,4,0.704,2,141542,0.5170707845,0.392,1,audio_features,60xaS8mYBKUW4VQQ666N0T,Excited,Coloring Book,Chance the Rapper,All Night (feat. Knox Fortune)
2349,0.479,0.639,79.929,0.177,0.169,0.0,4,0.644,4,180680,0.3822962166,0.612,1,audio_features,2rmq49FcJ4U3wh1Z7C9UxE,Excited,Because The Internet,Childish Gambino,IV. Sweatpants
2350,0.539,0.165,136.949,0.0421,0.199,1.66e-05,4,0.798,1,202547,0.4813378347,0.394,1,audio_features,5Z3GHaZ6ec9bsiI5BenrbY,Excited,American Teen,Khalid,Young Dumb & Broke
2351,0.676,0.141,158.162,0.324,0.00786,1.17e-06,4,0.782,1,235733,0.4929467413,0.878,1,audio_features,4gdx3sBwgfZTZAqxKzQVTA,Excited,,,
2352,0.771,0.063,158.777,0.336,0.0235,0.0,4,0.464,8,198237,0.5954564446,0.69,1,audio_features,27PmvZoffODNFW2p7ehZTQ,Excited,,,
2353,0.746,0.178,94.033,0.0762,0.00135,0.0,4,0.734,11,197627,0.5566727982,0.539,1,audio_features,6lgzJuBX3iqevLdtgNlyAU,Excited,,,
2354,0.462,0.0857,200.042,0.166,0.224,1.22e-05,4,0.591,6,208467,0.3675784144,0.648,0,audio_features,3E1Axr4kWMkhAhJM3S2EJ3,Excited,,,
2355,0.804,0.0812,120.028,0.049,0.37,1.18e-05,4,0.916,0,196000,0.6756161151,0.538,1,audio_features,0rHVd8h0cFwgLgPFem6S60,Excited,,,
2356,0.687,0.128,104.959,0.0584,0.0179,1.17e-05,4,0.774,11,189440,0.5742486726,0.308,0,audio_features,4ipnJyDU3Lq15qBAYNqlqK,Excited,,,
2357,0.721,0.215,79.949,0.292,0.0263,0.000661,4,0.821,11,220347,0.4567199685,0.698,0,audio_features,3OVLPcUPS0HbMeAeMP0jZ4,Excited,,,
2358,0.913,0.278,79.981,0.0393,0.021,0.0,4,0.579,9,261746,0.6609216829,0.716,1,audio_features,6x6mXOsyTaEc8xh2v7v1Bs,Excited,,,
2359,0.898,0.0499,93.987,0.0777,0.0365,0.00462,4,0.84,8,237893,0.6803775891,0.699,0,audio_features,3vSuvI9og0qikjLBAXkvlk,Excited,,,
2360,0.597,0.197,115.004,0.308,0.145,2.18e-06,4,0.986,8,229669,0.4566148169,0.761,1,audio_features,1MgM0WDaoQ2A3bnIQTR6ty,Excited,,,
2361,0.862,0.321,130.021,0.054,0.00689,0.0,4,0.717,8,224933,0.5796955947,0.52,1,audio_features,3Lt558KSXrSTLBr3EJ3BAe,Excited,,,
2362,0.608,0.0761,94.013,0.0385,0.282,0.0,4,0.832,6,198707,0.4987696283,0.589,0,audio_features,5Fim1gaXBgsiFfsQAfQSDS,Excited,,,
2363,0.448,0.118,81.044,0.138,0.189,0.0,4,0.739,10,206533,0.3061963434,0.553,0,audio_features,248OFOZef6ShXv6DGgbnxU,Excited,,,
2364,0.701,0.117,133.904,0.0451,0.102,0.0,4,0.62,7,234213,0.4712485208,0.375,1,audio_features,3u52zdokN8DLDJyj9YkkDP,Excited,,,
2365,0.762,0.224,92.002,0.0849,0.45,6.67e-05,4,0.754,6,272667,0.5966230116,0.673,0,audio_features,3FDrI0FLKzrYQiWxPhqV2W,Excited,,,
2366,0.496,0.12,128.06,0.0804,0.0253,0.00132,4,0.598,0,202661,0.3424128071,0.725,1,audio_features,4STaHtfguDMkWbPEo6Fwcx,Excited,,,
2367,0.463,0.109,111.98,0.0396,0.256,0.085,4,0.809,11,298941,0.269867136,0.364,1,audio_features,5mCPDVBb16L4XQwDdbRUpz,Excited,,,
2368,0.657,0.154,107.059,0.0977,0.00589,0.0,4,0.884,6,234693,0.5909489972,0.489,0,audio_features,0N3W5peJUQtI4eyR6GJT5O,Excited,,,
2369,0.717,0.226,121.985,0.0393,0.0927,3.59e-05,4,0.792,0,195547,0.578162607,0.466,0,audio_features,1A8j067qyiNwQnZT0bzUpZ,Excited,,,
2370,0.541,0.102,119.499,0.0426,0.0102,0.0,4,0.643,2,311197,0.512802342,0.165,1,audio_features,5wUUWVRvrciJqFitZF8R0P,Excited,,,
2371,0.708,0.686,92.991,0.0305,0.0398,0.155,4,0.683,5,237707,0.4873040266,0.355,0,audio_features,2XMTqoHHSH0lvuXrvIEdco,Excited,,,
2372,0.723,0.346,125.022,0.109,0.0672,0.0,4,0.929,11,223962,0.5133339644,0.458,0,audio_features,2771LMNxwf62FTAdpJMQfM,Excited,,,
2373,0.724,0.112,78.521,0.0964,0.213,0.0,5,0.418,5,238320,0.6513283772,0.604,1,audio_features,0PJIbOdMs3bd5AT8liULMQ,Excited,,,
2374,0.61,0.102,94.384,0.0439,0.323,0.0,3,0.685,0,186467,0.5482138458,0.323,0,audio_features,6KFaHC9G178beAp7P0Vi5S,Excited,,,
2375,0.391,0.0945,131.018,0.063,0.0317,0.000502,4,0.877,1,189230,0.3892243482,0.122,1,audio_features,6UjfByV1lDLW0SOVQA4NAi,Excited,,,
2376,0.653,0.229,75.016,0.289,0.378,0.0,4,0.746,7,253107,0.4599917048,0.672,1,audio_features,2EEeOnHehOozLq4aS0n6SL,Excited,,,
2377,0.506,0.0771,97.465,0.304,0.132,0.0,4,0.919,1,220240,0.4395416154,0.273,1,audio_features,2LvRR121MWFmmEGkuV2vQP,Excited,,,
2378,0.665,0.0714,120.997,0.0745,0.308,0.000925,4,0.836,0,180336,0.5141028365,0.677,1,audio_features,4bAmAVdks2Y84VNVVLXFwN,Excited,,,
2379,0.757,0.142,104.996,0.0384,0.495,1.18e-06,4,0.784,8,198286,0.6373823014,0.587,1,audio_features,1YMBg7rOjxzbya0fPOYfNX,Excited,,,
2380,0.709,0.094,98.062,0.0714,0.0233,0.0,4,0.845,10,187521,0.5924476757,0.62,0,audio_features,2z4pcBLQXF2BXKFvd0BuB6,Excited,,,
2381,0.665,0.0656,140.136,0.249,0.0271,0.0,4,0.911,8,202714,0.5515056932,0.408,0,audio_features,6ZziEeo8rdjBeqDE6kFdfD,Excited,,,
2382,0.408,0.134,119.964,0.0808,0.235,0.0,4,0.914,9,244000,0.4187935651,0.0891,0,audio_features,72umswj0Jlu9EVT5uoL2hl,Excited,,,
2383,0.478,0.0901,134.002,0.0419,0.0254,0.0,4,0.785,2,161200,0.3658053055,0.39,1,audio_features,76VtA90NKurNqaQpV126Ue,Excited,,,
2384,0.599,0.13,140.005,0.0614,0.000362,8.2e-06,4,0.859,9,252520,0.5461349875,0.319,1,audio_features,20FZrLl9zSbO9b3DhaqO6M,Excited,,,
2385,0.827,0.065,145.889,0.0734,0.000704,0.00534,4,0.657,5,190186,0.628347657,0.69,1,audio_features,26rdOwwjC2UnweK3xeS58u,Excited,,,
2386,0.706,0.224,103.0,0.0667,0.227,0.0,4,0.497,1,215241,0.4756089297,0.55,1,audio_features,2yJVeT8cP1zstJxRP7Nlv8,Excited,,,
2387,0.655,0.035,114.503,0.102,0.114,0.00016,4,0.775,5,323253,0.4298827318,0.346,1,audio_features,44CZRkOxv7UItaAUmh8PgN,Excited,,,
2388,0.751,0.0893,118.384,0.0296,0.0604,0.0,4,0.675,0,181279,0.665349753,0.612,1,audio_features,7y9iMe8SOB6z3NoHE2OfXl,Excited,,,
2389,0.585,0.131,110.03,0.0354,0.107,1.11e-06,4,0.67,6,214802,0.5714128465,0.447,0,audio_features,7i2DJ88J7jQ8K7zqFX2fW8,Excited,,,
2390,0.628,0.103,92.005,0.162,0.0626,1.49e-06,4,0.704,10,199246,0.4035524609,0.654,0,audio_features,7nRmfGNhHKEEu5o8yFXLXt,Excited,,,
2391,0.706,0.334,89.968,0.207,0.182,0.0,4,0.874,1,216248,0.5538599983,0.895,1,audio_features,2n5gVJ9fzeX2SSWlLQuyS9,Excited,,,
2392,0.784,0.419,100.083,0.142,0.00283,0.0,4,0.704,7,186448,0.5982049467,0.656,0,audio_features,6dLLEE96JRnX1ngkL77yiA,Excited,,,
2393,0.877,0.233,107.991,0.0664,0.0375,0.000833,4,0.747,9,166138,0.6469936228,0.752,0,audio_features,0TQ1FvC8TJ09iibSfwRP81,Excited,,,
2394,0.641,0.106,100.028,0.0925,0.25,0.00107,4,0.747,1,186231,0.595525003,0.453,1,audio_features,7HdZY9UJTylIiNcSDFyUDc,Excited,,,
2395,0.767,0.101,99.957,0.0715,0.00812,0.000348,4,0.789,9,167311,0.5880306995,0.637,0,audio_features,3XfsA0zVsrPkVkaDDEr73B,Excited,,,
2396,0.448,0.558,77.176,0.103,0.0309,8.67e-05,4,0.758,7,198960,0.3372484793,0.373,1,audio_features,2XW4DbS6NddZxRPm5rMCeY,Excited,,,
2397,0.56,0.0944,134.066,0.0406,0.013,0.0,4,0.853,1,206693,0.5648719378,0.86,1,audio_features,0KKkJNfGyhkQ5aFogxQAPU,Excited,,,
2398,0.676,0.141,119.988,0.0412,0.0101,2.66e-06,4,0.697,7,213135,0.493514594,0.707,1,audio_features,67lnQ6r4oWKZcM8VxSwHq2,Excited,,,
2399,0.7,0.152,102.023,0.0392,0.0109,0.0794,4,0.699,11,184880,0.5185611777,0.3,1,audio_features,1Cicn7ce1xoVlq8gthE2eX,Excited,,,
2400,0.727,0.118,94.997,0.0861,0.00214,0.000145,4,0.916,1,219707,0.4701105527,0.201,1,audio_features,4PpuH4mxL0rD35mOWaLoKS,Excited,,,
2401,0.719,0.0799,160.049,0.33,0.125,0.0,4,0.86,11,207912,0.6077850314,0.496,0,audio_features,6qMXubogFdMrvVMJwqATzd,Excited,,,
2402,0.61,0.303,99.926,0.234,0.534,0.0,4,0.588,9,204081,0.5618236281,0.645,0,audio_features,5J4FiKDJIdJ8AKx2gaWMt4,Excited,,,
2403,0.574,0.19,100.021,0.0479,0.57,0.0,4,0.62,5,250173,0.4079434834,0.352,0,audio_features,5tz69p7tJuGPeMGwNTxYuV,Excited,,,
2404,0.71,0.358,190.044,0.309,0.000881,2.64e-05,4,0.805,1,146907,0.4654789007,0.147,1,audio_features,2LKlHBPHxLG5ArAXfF148n,Excited,,,
2405,0.798,0.134,120.011,0.0361,0.0162,2.34e-06,4,0.719,10,227741,0.590065197,0.591,1,audio_features,5jzKL4BDMClWqRguW5qZvh,Excited,,,
2406,0.522,0.259,104.053,0.33,0.0114,0.0,4,0.901,2,127947,0.3844147118,0.329,1,audio_features,4S8d14HvHb70ImctNgVzQQ,Excited,,,
2407,0.812,0.667,126.023,0.0409,0.00125,3.01e-05,4,0.652,3,230733,0.6458772686,0.72,0,audio_features,3avYqdwHKEq8beXbeWCKqJ,Excited,,,
2408,0.804,0.0494,104.823,0.0677,0.0231,0.0,4,0.744,1,205715,0.4826696595,0.426,1,audio_features,6De0lHrwBfPfrhorm9q1Xl,Excited,,,
2409,0.579,0.106,100.01,0.0569,0.0129,0.00351,4,0.76,0,213600,0.4278583382,0.125,1,audio_features,4j3GWI86JvSaF0BLdmgcfF,Excited,,,
2410,0.699,0.0954,100.989,0.0574,0.185,0.00118,4,0.849,4,256341,0.54998393,0.0778,0,audio_features,0TCnOEVeLQMXOUrpPlM7uY,Excited,,,
2411,0.73,0.124,155.008,0.222,0.00513,0.0,4,0.834,8,312820,0.6520786785,0.446,1,audio_features,2xLMifQCjDGFmkHkpNLD9h,Excited,,,
2412,0.871,0.099,99.992,0.0662,0.0929,0.02,4,0.837,0,189619,0.6082050194,0.646,1,audio_features,26rVJH5zUQ7Yihz6c850Sn,Excited,,,
2413,0.633,0.106,145.914,0.184,0.0876,2.6e-06,4,0.907,2,276147,0.553031667,0.395,1,audio_features,6n4U3TlzUGhdSFbUUhTvLP,Excited,,,
2414,0.539,0.099,97.062,0.0621,0.0141,0.000496,4,0.817,6,210368,0.4814486796,0.158,0,audio_features,116H0KvKr2Zl4RPuVBruDO,Excited,,,
2415,0.647,0.102,106.96,0.0658,0.28,0.0,4,0.724,1,207333,0.5222759167,0.435,1,audio_features,2rPE9A1vEgShuZxxzR2tZH,Excited,,,
2416,0.72,0.0735,115.033,0.0384,0.00542,0.000887,4,0.758,4,233726,0.4945383779,0.13,0,audio_features,1Lz8M0HL8IPugvYoTjJjfE,Excited,,,
2417,0.713,0.294,121.993,0.0594,0.04,3.11e-06,4,0.699,9,205920,0.5304567743,0.354,0,audio_features,2qT1uLXPVPzGgFOx4jtEuo,Excited,,,
2418,0.825,0.121,152.914,0.169,0.0142,0.0107,4,0.746,1,204150,0.584386265,0.584,1,audio_features,5ubwXXOsH9bUhZsQ0Cybha,Excited,,,
2419,0.686,0.2,89.949,0.243,0.549,0.0,4,0.632,6,170770,0.413761426,0.329,0,audio_features,7FGq80cy8juXBCD2nrqdWU,Excited,,,
2420,0.675,0.0595,96.507,0.214,0.542,1.28e-05,4,0.903,11,417920,0.6725893713,0.442,0,audio_features,3V8UKqhEK5zBkBb6d6ub8i,Excited,,,
